,store_name,location,category_1,category_2,hashtags,preprocessed_telephones_list
153,뜨레보,C동 B1F 110호,원단,기타,"['#커튼', '#침구용 원단']",02-2285-0653
153,뜨레보,C동 B1F 110호,원단,기타,"['#커튼', '#침구용 원단']",02-2285-0652
153,뜨레보,C동 B1F 110호,원단,기타,"['#커튼', '#침구용 원단']",02-2285-0653
154,인흥섬유,C동 B1F 107호,원단,화섬,['#커튼화섬'],02-2275-7321
154,인흥섬유,C동 B1F 107호,원단,화섬,['#커튼화섬'],02-2274-7321
154,인흥섬유,C동 B1F 107호,원단,화섬,['#커튼화섬'],02-2275-7321
154,인흥섬유,C동 B1F 107호,원단,화섬,['#커튼화섬'],02-2274-7321
155,인흥섬유,C동 B1F 106호,원단,화섬,['#커튼화섬'],02-2275-7321
155,인흥섬유,C동 B1F 106호,원단,화섬,['#커튼화섬'],02-2274-7321
155,인흥섬유,C동 B1F 106호,원단,화섬,['#커튼화섬'],02-2275-7321
155,인흥섬유,C동 B1F 106호,원단,화섬,['#커튼화섬'],02-2274-7321
156,동아,C동 B1F 096호,원단,기타,['#누비이불'],02-2268-9631
157,화인하우스,C동 B1F 095호,원단,기타,"['#원단', '#침구']",02-2272-0256
158,삼일커튼,C동 B1F 084호,원단,화섬,['#커튼화섬'],02-2274-7743
159,삼성누비,C동 B1F 080호,원단,기타,['#천연염색 누비이불'],02-2268-1871
159,삼성누비,C동 B1F 080호,원단,기타,['#천연염색 누비이불'],02-2277-0634
159,삼성누비,C동 B1F 080호,원단,기타,['#천연염색 누비이불'],02-2268-1871
159,삼성누비,C동 B1F 080호,원단,기타,['#천연염색 누비이불'],02-2277-0634
160,삼성누비,C동 B1F 079호,원단,기타,['#천연염색 누비이불'],02-2268-1871
160,삼성누비,C동 B1F 079호,원단,기타,['#천연염색 누비이불'],02-2277-0634
160,삼성누비,C동 B1F 079호,원단,기타,['#천연염색 누비이불'],02-2268-1871
160,삼성누비,C동 B1F 079호,원단,기타,['#천연염색 누비이불'],02-2277-0634
161,내츄럴하우스,C동 B1F 062호,원단,면직물,['#면직물'],02-2285-1123
162,광진섬유,C동 B1F 029호,원단,화섬,['#커튼화섬'],02-2265-2801
163,패브릭아트,C동 B1F 028호,원단,화섬,['#커튼화섬'],02-2265-2801
164,더컬러,C동 B1F 027호,원단,화섬,['#침구화섬'],02-2285-1123
165,코디,C동 B1F 022호,원단,화섬,['#누비화섬'],02-2264-8380
165,코디,C동 B1F 022호,원단,화섬,['#누비화섬'],02-2264-8533
165,코디,C동 B1F 022호,원단,화섬,['#누비화섬'],02-2264-8380
165,코디,C동 B1F 022호,원단,화섬,['#누비화섬'],02-2264-8533
166,미래텍스,C동 B1F 017호,원단,,"['#원단', '#옥스포드', '#캔버스', '#린넨', '#커튼', '#침구']",02-2271-2420
167,MIHOTEXTILE,C동 6F 089호,원단,화섬,"['#모피', '#인조모피', '#에코퍼', '#인조밍크', '#미호', '#퍼카라']",02-2277-0409
168,MIHOTEXTILE,C동 6F 088호,원단,화섬,"['#인조모피', '#에코퍼', '#인조밍크']",02-2277-0409
169,대호TEX,C동 6F 087호,원단,기타,['#모피'],02-2267-6696
169,대호TEX,C동 6F 087호,원단,기타,['#모피'],02-2279-1511
169,대호TEX,C동 6F 087호,원단,기타,['#모피'],02-2267-6696
169,대호TEX,C동 6F 087호,원단,기타,['#모피'],02-2279-1511
170,대호TEX,C동 6F 086호,원단,기타,"['#인조모피', '#인조폭스', '#인조밍크', '#인조호피', '#페이크퍼']",02-2267-6696
170,대호TEX,C동 6F 086호,원단,기타,"['#인조모피', '#인조폭스', '#인조밍크', '#인조호피', '#페이크퍼']",02-2279-1511
170,대호TEX,C동 6F 086호,원단,기타,"['#인조모피', '#인조폭스', '#인조밍크', '#인조호피', '#페이크퍼']",02-2267-6696
170,대호TEX,C동 6F 086호,원단,기타,"['#인조모피', '#인조폭스', '#인조밍크', '#인조호피', '#페이크퍼']",02-2279-1511
171,경기텍스,C동 6F 085호,원단,기타,['#모피'],02-2264-9990
171,경기텍스,C동 6F 085호,원단,기타,['#모피'],02-2271-9900
171,경기텍스,C동 6F 085호,원단,기타,['#모피'],02-2264-9990
171,경기텍스,C동 6F 085호,원단,기타,['#모피'],02-2271-9900
172,경기텍스,C동 6F 084호,원단,기타,['#모피'],02-2264-9990
172,경기텍스,C동 6F 084호,원단,기타,['#모피'],02-2271-9900
172,경기텍스,C동 6F 084호,원단,기타,['#모피'],02-2264-9990
172,경기텍스,C동 6F 084호,원단,기타,['#모피'],02-2271-9900
173,SJ TEX,C동 6F 082호,원단,기타,['#모피'],02-2285-1223
174,SJ TEX,C동 6F 081호,원단,기타,['#모피'],02-2285-1223
175,서울직물,C동 6F 080호,원단,기타,['#모피'],02-2275-5162
176,서울직물,C동 6F 079호,원단,기타,['#모피'],02-2275-5162
177,미성,C동 6F 078호,원단,화섬,['#화섬'],02-2269-2324
178,협성,C동 6F 077호,원단,기타,['#모피'],02-2273-2810
179,협성,C동 6F 076호,원단,기타,['#모피'],02-2273-2810
180,협성,C동 6F 075호,원단,기타,['#모피'],02-2273-2810
181,예나텍스,C동 6F 074호,원단,기타,['#모피'],02-2272-4085
182,예나텍스,C동 6F 073호,원단,기타,['#모피'],02-2272-4085
183,예나텍스,C동 6F 072호,원단,기타,['#모피'],02-2272-4085
184,운텍스,C동 6F 070호,원단,기타,['#원단'],02-2268-6024
185,ASA(아시아),C동 6F 068호,원단,기타,['#원단'],02-2268-6068
186,(주)두희유통,C동 6F 066호,원단,기타,['#컨버터'],02-2271-0292
187,한라plus,C동 6F 065호,원단,기타,['#모피'],02-2277-0750
188,샛별,C동 6F 064호,원단,기타,['#다이마루'],02-2235-8792
189,주니,C동 6F 060호,원단,기타,['#모피'],02-2268-8809
190,주니,C동 6F 059호,원단,기타,['#모피'],02-2268-8809
191,진흥모피,C동 6F 058호,원단,기타,['#모피'],02-2274-9285
192,진흥모피,C동 6F 057호,원단,기타,['#모피'],02-2274-9285
193,민텍스(동서),C동 6F 056호,원단,기타,['#모피'],02-2278-6220
194,썬텍,C동 6F 055호,원단,기타,['#모피'],02-2263-9871
195,썬텍,C동 6F 054호,원단,기타,['#모피'],02-2263-9871
196,루미에르(삼학모피),C동 6F 051호,원단,기타,['#모피'],02-2277-4214
197,삼성사,C동 6F 050호,원단,기타,['#모피'],02-2263-0606
198,삼성사,C동 6F 049호,원단,기타,['#모피'],02-2263-0606
199,삼성사,C동 6F 048호,원단,기타,['#모피'],02-2263-0606
200,삼성사,C동 6F 047호,원단,기타,['#모피'],02-2263-0606
201,한솔,C동 6F 046호,원단,기타,['#모피'],02-2264-8741
202,한솔,C동 6F 045호,원단,기타,['#모피'],02-2264-8741
203,리안텍스타일,C동 6F 043호,원단,기타,['#모피'],02-2285-6464
204,삼학모피(루미에르),C동 6F 039호,원단,기타,['#모피'],02-2277-4214
205,대성모피,C동 6F 038호,원단,기타,['#모피'],02-2269-4219
206,대성모피,C동 6F 037호,원단,기타,['#모피'],02-2269-4219
207,대성모피,C동 6F 036호,원단,기타,['#모피'],02-2269-4219
208,크라운텍스타일,C동 6F 035호,원단,기타,['#모피'],02-2266-2177
209,크라운텍스타일,C동 6F 034호,원단,기타,['#모피'],02-2266-2177
210,퍼스트,C동 6F 033호,원단,기타,['#모피'],02-2265-4151
211,퍼스트,C동 6F 032호,원단,기타,['#모피'],02-2265-4151
212,진명,C동 6F 031호,원단,기타,['#모피'],02-2265-6864
213,A-PLUS,C동 6F 030호,원단,기타,['#원단'],02-2275-0083
214,광진,C동 6F 029호,원단,기타,['#모피'],02-2266-0706
215,광진,C동 6F 028호,원단,기타,['#모피'],02-2266-0706
216,만능직물,C동 6F 027호,원단,기타,['#모피'],02-2272-2335
217,만능직물,C동 6F 026호,원단,기타,['#모피'],02-2272-2335
218,성우직물,C동 6F 022호,원단,기타,['#모피'],02-2272-0253
219,대우TEX,C동 6F 020호,원단,기타,['#모피'],02-2279-7275
220,대우TEX,C동 6F 019호,원단,기타,['#모피'],02-2279-7275
221,초아,C동 6F 018호,원단,기타,['#모피'],02-2285-4569
222,초아,C동 6F 017호,원단,기타,['#모피'],02-2285-4569
223,새날,C동 6F 016호,원단,기타,['#모피'],02-2277-4405
224,새날,C동 6F 015호,원단,기타,['#모피'],02-2277-4405
225,하나텍스타일,C동 6F 014호,원단,기타,['#모피'],02-2266-7396
226,하나텍스타일,C동 6F 013호,원단,기타,['#모피'],02-2266-7396
227,홍텍스,C동 6F 010호,원단,기타,['#모피'],02-2266-2174
228,정우모피,C동 6F 009호,원단,기타,['#모피'],02-2269-9320
229,정우모피,C동 6F 008호,원단,기타,['#모피'],02-2269-9320
230,암미,C동 6F 007호,원단,기타,['#컨버터'],02-2238-8046
231,아람텍스,C동 6F 006호,원단,기타,['#모피'],02-2274-1212
232,아람텍스,C동 6F 005호,원단,기타,['#모피'],02-2274-1212
233,혜원파일,C동 6F 004호,원단,기타,['#모피'],02-2278-2009
234,연웅직물,C동 6F 002호,원단,기타,['#모피'],02-2268-9478
235,TN TEX - 티엔텍스,C동 5F 096호,원단,기타,"['#재귀', '#반사', '#스카치', '#홀로그램', '#리플렉티브', '#아광', '#축광', '#반사파이핑', '#원단', '#REFLECTIVE', '#GLOW IN THE DARK', '#LUMINOUS']",010-8939-7497
236,비단길,C동 5F 095호,원단,실크,['#실크'],02-2276-0938
237,비단길,C동 5F 094호,원단,실크,['#실크'],02-2276-0938
238,엣지,C동 5F 092호,원단,기타,[],
239,제림직물,C동 5F 083호,원단,화섬,['#화섬'],02-2275-1203
240,진성,C동 5F 081호,원단,기타,[],02-2274-9051
241,알리바바,C동 5F 080호,원단,기타,[],
242,도하(준순통상),C동 5F 079호,원단,기타,['#아크릴 캡보석'],02-2277-1263
243,한원,C동 5F 074호,원단,기타,[],02-2261-4088
244,쎄실상사,C동 5F 068호,원단,기타,['#오가닉'],02-2273-1865
245,소연,C동 5F 053호,원단,화섬,['#화섬'],02-2265-9599
246,삼원실크,C동 5F 048호,원단,실크,['#실크'],02-2275-1877
247,삼원실크,C동 5F 047호,원단,실크,"['#실크', '#디지털프린트', '#스카프제작', '#실크염색', '#폴리디지털프린트', '#실크스카프', '#울스카프']",02-2275-1877
248,실크이야기,C동 5F 045호,원단,실크,"['#실크', '#동대문', '#동대문종합시장', '#염색용실크']",02-2272-9364
249,실크이야기,C동 5F 044호,원단,화섬,['#화섬'],02-2272-9364
250,드,C동 5F 038호,원단,기타,['#액세서리부자재'],010-5266-2255
251,메르베,C동 5F 034호,원단,기타,[],
252,메르베,C동 5F 033호,원단,기타,[],
253,LABAS,C동 5F 032호,원단,기타,['#린넨'],02-2071-5004
254,LABAS,C동 5F 031호,원단,기타,['#린넨'],02-2071-5004
255,헤렌,C동 5F 030호,원단,기타,['#린넨'],010-3740-1725
256,플러스,C동 5F 015호,원단,기타,['#면(난단매장)'],02-2267-9982
257,더조은,C동 5F 014호,원단,기타,['#원단'],02-2272-0902
258,마카롱,C동 5F 013호,원단,기타,['#원단'],02-2272-0732
259,헤렌,C동 5F 007호,원단,기타,['#린넨'],010-3740-1725
260,헤렌,C동 5F 006호,원단,기타,['#린넨'],010-3740-1725
261,LABAS,C동 5F 005호,원단,기타,['#린넨'],02-2071-5004
262,LABAS,C동 5F 004호,원단,기타,['#린넨'],02-2271-5004
263,제이아이,C동 5F 003호,원단,기타,['#원단'],02-2279-9700
264,조일직물(제이아이텍스타일),C동 5F 002호,원단,기타,['#면'],02-2279-9700
265,메르베,C동 5F 001호,원단,기타,[],
266,카야 (구)우상 INT,C동 3F 3359-3호,원단,면직물,"['#직물', '#자카드', '#자수', '#면', '#폴리']",02-2285-1616
267,예성,C동 3F 3359-2호,원단,기타,['#체크'],02-2265-1888
268,세기텍스,C동 3F 3359-1호,원단,기타,['#체크'],02-2275-9950
269,3멋,C동 3F 3359호,원단,기타,['#직기'],
270,레전드,C동 3F 3358호,원단,기타,['#직기'],02-2285-6266
271,에이스상사,C동 3F 3357호,원단,기타,[],
272,몬스터,C동 3F 3356호,원단,화섬,"['#화섬', '#직물']",02-2272-2268
